Province,Date,Value
Newfoundland and Labrador,6/1/2008,142
Prince Edward Island,6/1/2008,136.2
Nova Scotia,6/1/2008,139.5
New Brunswick,6/1/2008,134.2
Quebec,6/1/2008,144.4
Quebec,6/1/2008,142.8
Ottawa-Gatineau,6/1/2008,129.9
Ontario,6/1/2008,130.6
Ontario,6/1/2008,137.5
Manitoba,6/1/2008,133.2
Saskatchewan,6/1/2008,137.2
Saskatchewan,6/1/2008,136.9
Alberta,6/1/2008,128.9
Alberta,6/1/2008,129.6
British Columbia,6/1/2008,143.1
British Columbia,6/1/2008,143.5
Yukon,6/1/2008,141.4
Northwest Territories,6/1/2008,146.4
Canada,7/1/2008,136.6
Newfoundland and Labrador,7/1/2008,146.8
Prince Edward Island,7/1/2008,138
Nova Scotia,7/1/2008,142.2
New Brunswick,7/1/2008,137.2
Quebec,7/1/2008,142.5
Quebec,7/1/2008,143.5
Ottawa-Gatineau,7/1/2008,130.2
Ontario,7/1/2008,132
Ontario,7/1/2008,140.3
Manitoba,7/1/2008,135.6
Saskatchewan,7/1/2008,136
Saskatchewan,7/1/2008,135.5
Alberta,7/1/2008,130.3
Alberta,7/1/2008,132.2
British Columbia,7/1/2008,146.6
British Columbia,7/1/2008,150.5
Yukon,7/1/2008,144.4
Northwest Territories,7/1/2008,150
Canada,8/1/2008,127.3
Newfoundland and Labrador,8/1/2008,136.5
Prince Edward Island,8/1/2008,129.1
Nova Scotia,8/1/2008,131
New Brunswick,8/1/2008,125.8
Quebec,8/1/2008,129.6
Quebec,8/1/2008,128.3
Ottawa-Gatineau,8/1/2008,120.4
Ontario,8/1/2008,123.9
Ontario,8/1/2008,131.8
Manitoba,8/1/2008,129.2
Saskatchewan,8/1/2008,130.8
Saskatchewan,8/1/2008,130.8
Alberta,8/1/2008,122.4
Alberta,8/1/2008,124
British Columbia,8/1/2008,140.5
British Columbia,8/1/2008,142
Yukon,8/1/2008,140.1
Northwest Territories,8/1/2008,147.1
Canada,9/1/2008,128.6
Newfoundland and Labrador,9/1/2008,140.3
Prince Edward Island,9/1/2008,130.2
Nova Scotia,9/1/2008,133.1
New Brunswick,9/1/2008,128.6
Quebec,9/1/2008,134.1
Quebec,9/1/2008,130.5
Ottawa-Gatineau,9/1/2008,119.9
Ontario,9/1/2008,123.7
Ontario,9/1/2008,136.1
Manitoba,9/1/2008,134.6
Saskatchewan,9/1/2008,134.3
Saskatchewan,9/1/2008,135.2
Alberta,9/1/2008,125.3
Alberta,9/1/2008,127.3
British Columbia,9/1/2008,137.9
British Columbia,9/1/2008,138.2
Yukon,9/1/2008,138.9
Northwest Territories,9/1/2008,149.6
Canada,10/1/2008,110.9
Newfoundland and Labrador,10/1/2008,125
Prince Edward Island,10/1/2008,112
Nova Scotia,10/1/2008,115.1
New Brunswick,10/1/2008,112.9
Quebec,10/1/2008,117.2
Quebec,10/1/2008,111
Ottawa-Gatineau,10/1/2008,102.2
Ontario,10/1/2008,105.9
Ontario,10/1/2008,118.8
Manitoba,10/1/2008,116.9
Saskatchewan,10/1/2008,118.3
Saskatchewan,10/1/2008,116.9
Alberta,10/1/2008,107.8
Alberta,10/1/2008,110.3
British Columbia,10/1/2008,119.8
British Columbia,10/1/2008,123.1
Yukon,10/1/2008,130.5
Northwest Territories,10/1/2008,134.5
Canada,11/1/2008,86.8
Newfoundland and Labrador,11/1/2008,98.7
Prince Edward Island,11/1/2008,87.6
Nova Scotia,11/1/2008,89.9
New Brunswick,11/1/2008,88.4
Quebec,11/1/2008,91
Quebec,11/1/2008,87.3
Ottawa-Gatineau,11/1/2008,78.8
Ontario,11/1/2008,82.7
Ontario,11/1/2008,96.1
Manitoba,11/1/2008,91.4
Saskatchewan,11/1/2008,91.3
Saskatchewan,11/1/2008,91.9
Alberta,11/1/2008,83
Alberta,11/1/2008,86
British Columbia,11/1/2008,96.6
British Columbia,11/1/2008,98.9
Yukon,11/1/2008,105.1
Northwest Territories,11/1/2008,115.7
Canada,12/1/2008,76.5
Newfoundland and Labrador,12/1/2008,86.8
Prince Edward Island,12/1/2008,73.7
Nova Scotia,12/1/2008,77.7
New Brunswick,12/1/2008,75
Quebec,12/1/2008,79.7
Quebec,12/1/2008,79.1
Ottawa-Gatineau,12/1/2008,69.5
Ontario,12/1/2008,74.2
Ontario,12/1/2008,86.8
Manitoba,12/1/2008,79.3
Saskatchewan,12/1/2008,79.1
Saskatchewan,12/1/2008,81.3
Alberta,12/1/2008,71
Alberta,12/1/2008,73
British Columbia,12/1/2008,84.3
British Columbia,12/1/2008,84.4
Yukon,12/1/2008,91
Northwest Territories,12/1/2008,99
Canada,1/1/2009,81
Newfoundland and Labrador,1/1/2009,86
Prince Edward Island,1/1/2009,74.7
Nova Scotia,1/1/2009,77.8
New Brunswick,1/1/2009,74
Quebec,1/1/2009,83.3
Quebec,1/1/2009,84.4
Ottawa-Gatineau,1/1/2009,74.2
Ontario,1/1/2009,78.9
Ontario,1/1/2009,84.2
Manitoba,1/1/2009,82.9
Saskatchewan,1/1/2009,86.7
Saskatchewan,1/1/2009,86.5
Alberta,1/1/2009,76
Alberta,1/1/2009,76.7
British Columbia,1/1/2009,91.9
British Columbia,1/1/2009,91.7
Yukon,1/1/2009,85.2
Northwest Territories,1/1/2009,97.6
Canada,2/1/2009,85.1
Newfoundland and Labrador,2/1/2009,92.4
Prince Edward Island,2/1/2009,84.4
Nova Scotia,2/1/2009,86.5
New Brunswick,2/1/2009,82.2
Quebec,2/1/2009,90.2
Quebec,2/1/2009,88.7
Ottawa-Gatineau,2/1/2009,76.8
Ontario,2/1/2009,81.6
Ontario,2/1/2009,89.2
Manitoba,2/1/2009,86.4
Saskatchewan,2/1/2009,89.7
Saskatchewan,2/1/2009,91
Alberta,2/1/2009,80.6
Alberta,2/1/2009,83.2
British Columbia,2/1/2009,95
British Columbia,2/1/2009,96.3
Yukon,2/1/2009,90.5
Northwest Territories,2/1/2009,101.5
Canada,3/1/2009,87.1
Newfoundland and Labrador,3/1/2009,93.1
Prince Edward Island,3/1/2009,83.3
Nova Scotia,3/1/2009,86.3
New Brunswick,3/1/2009,82.1
Quebec,3/1/2009,90
Quebec,3/1/2009,90.6
Ottawa-Gatineau,3/1/2009,80.8
Ontario,3/1/2009,84.7
Ontario,3/1/2009,87.1
Manitoba,3/1/2009,86.9
Saskatchewan,3/1/2009,90.9
Saskatchewan,3/1/2009,91.3
Alberta,3/1/2009,82.1
Alberta,3/1/2009,83.6
British Columbia,3/1/2009,98.7
British Columbia,3/1/2009,96.4
Yukon,3/1/2009,98.8
Northwest Territories,3/1/2009,102.8
Canada,4/1/2009,87.8
Newfoundland and Labrador,4/1/2009,95.4
Prince Edward Island,4/1/2009,86.3
Nova Scotia,4/1/2009,89.6
New Brunswick,4/1/2009,85.1
Quebec,4/1/2009,90.2
Quebec,4/1/2009,89
Ottawa-Gatineau,4/1/2009,80.9
Ontario,4/1/2009,85.2
Ontario,4/1/2009,88.2
Manitoba,4/1/2009,89.5
Saskatchewan,4/1/2009,93.9
Saskatchewan,4/1/2009,94
Alberta,4/1/2009,82.3
Alberta,4/1/2009,84.7
British Columbia,4/1/2009,100
British Columbia,4/1/2009,98.5
Yukon,4/1/2009,98.5
Northwest Territories,4/1/2009,104.5
Canada,5/1/2009,95.6
Newfoundland and Labrador,5/1/2009,101.8
Prince Edward Island,5/1/2009,91.8
Nova Scotia,5/1/2009,96.5
New Brunswick,5/1/2009,90.9
Quebec,5/1/2009,98.8
Quebec,5/1/2009,101
Ottawa-Gatineau,5/1/2009,89.3
Ontario,5/1/2009,94.4
Ontario,5/1/2009,98.2
Manitoba,5/1/2009,94.5
Saskatchewan,5/1/2009,97.5
Saskatchewan,5/1/2009,97.9
Alberta,5/1/2009,87.9
Alberta,5/1/2009,89.8
British Columbia,5/1/2009,104
British Columbia,5/1/2009,105
Yukon,5/1/2009,98.8
Northwest Territories,5/1/2009,107
Canada,6/1/2009,101.6
Newfoundland and Labrador,6/1/2009,109
Prince Edward Island,6/1/2009,103
Nova Scotia,6/1/2009,105.3
New Brunswick,6/1/2009,99.9
Quebec,6/1/2009,106.5
Quebec,6/1/2009,105.3
Ottawa-Gatineau,6/1/2009,94.4
Ontario,6/1/2009,98.8
Ontario,6/1/2009,107.4
Manitoba,6/1/2009,102.9
Saskatchewan,6/1/2009,107.1
Saskatchewan,6/1/2009,106.7
Alberta,6/1/2009,93.3
Alberta,6/1/2009,98.3
British Columbia,6/1/2009,110.9
British Columbia,6/1/2009,107.2
Yukon,6/1/2009,105.5
Northwest Territories,6/1/2009,118.7
Canada,7/1/2009,97.4
Newfoundland and Labrador,7/1/2009,109.6
Prince Edward Island,7/1/2009,99
Nova Scotia,7/1/2009,101.6
New Brunswick,7/1/2009,97.1
Quebec,7/1/2009,102.3
Quebec,7/1/2009,100.1
Ottawa-Gatineau,7/1/2009,89.5
Ontario,7/1/2009,93.9
Ontario,7/1/2009,106.8
Manitoba,7/1/2009,99.8
Saskatchewan,7/1/2009,102.5
Saskatchewan,7/1/2009,102.9
Alberta,7/1/2009,89.6
Alberta,7/1/2009,92.5
British Columbia,7/1/2009,108.1
British Columbia,7/1/2009,105.2
Yukon,7/1/2009,106.3
Northwest Territories,7/1/2009,119.2
Canada,8/1/2009,100.5
Newfoundland and Labrador,8/1/2009,108.1
Prince Edward Island,8/1/2009,101.4
Nova Scotia,8/1/2009,103.8
New Brunswick,8/1/2009,98.5
Quebec,8/1/2009,105.5
Quebec,8/1/2009,104.3
Ottawa-Gatineau,8/1/2009,93.7
Ontario,8/1/2009,98.3
Ontario,8/1/2009,106.2
Manitoba,8/1/2009,99.7
Saskatchewan,8/1/2009,103.9
Saskatchewan,8/1/2009,103.3
Alberta,8/1/2009,93
Alberta,8/1/2009,94.8
British Columbia,8/1/2009,109.4
British Columbia,8/1/2009,105.7
Yukon,8/1/2009,103
Northwest Territories,8/1/2009,117.4
Canada,9/1/2009,98.8
Newfoundland and Labrador,9/1/2009,108.9
Prince Edward Island,9/1/2009,99.8
Nova Scotia,9/1/2009,101.9
New Brunswick,9/1/2009,97.2
Quebec,9/1/2009,102.8
Quebec,9/1/2009,103.1
Ottawa-Gatineau,9/1/2009,90.5
Ontario,9/1/2009,95.3
Ontario,9/1/2009,104.7
Manitoba,9/1/2009,100.2
Saskatchewan,9/1/2009,100.7
Saskatchewan,9/1/2009,100.8
Alberta,9/1/2009,90.8
Alberta,9/1/2009,93.3
British Columbia,9/1/2009,112.1
British Columbia,9/1/2009,108.1
Yukon,9/1/2009,100.8
Northwest Territories,9/1/2009,117.4
Canada,10/1/2009,96.5
Newfoundland and Labrador,10/1/2009,103.8
Prince Edward Island,10/1/2009,95.9
Nova Scotia,10/1/2009,98.5
New Brunswick,10/1/2009,93.1
Quebec,10/1/2009,99.7
Quebec,10/1/2009,100.5
Ottawa-Gatineau,10/1/2009,91.6
Ontario,10/1/2009,95.6
Ontario,10/1/2009,98.9
Manitoba,10/1/2009,95.9
Saskatchewan,10/1/2009,96.7
Saskatchewan,10/1/2009,96.5
Alberta,10/1/2009,88.2
Alberta,10/1/2009,89.9
British Columbia,10/1/2009,104
British Columbia,10/1/2009,101.1
Yukon,10/1/2009,101.5
Northwest Territories,10/1/2009,117.3
Canada,11/1/2009,99.6
Newfoundland and Labrador,11/1/2009,110.9
Prince Edward Island,11/1/2009,102.5
Nova Scotia,11/1/2009,106
New Brunswick,11/1/2009,99.6
Quebec,11/1/2009,101.9
Quebec,11/1/2009,105.1
Ottawa-Gatineau,11/1/2009,94.7
Ontario,11/1/2009,98.1
Ontario,11/1/2009,101
Manitoba,11/1/2009,98.5
Saskatchewan,11/1/2009,100.4
Saskatchewan,11/1/2009,99.3
Alberta,11/1/2009,89.1
Alberta,11/1/2009,91.8
British Columbia,11/1/2009,107.6
British Columbia,11/1/2009,105.4
Yukon,11/1/2009,99.8
Northwest Territories,11/1/2009,117.1
Canada,12/1/2009,96.1
Newfoundland and Labrador,12/1/2009,108.9
Prince Edward Island,12/1/2009,97.9
Nova Scotia,12/1/2009,101.2
New Brunswick,12/1/2009,97.4
Quebec,12/1/2009,100.8
Quebec,12/1/2009,100.8
Ottawa-Gatineau,12/1/2009,91.3
Ontario,12/1/2009,94.4
Ontario,12/1/2009,96.7
Manitoba,12/1/2009,96
Saskatchewan,12/1/2009,94.7
Saskatchewan,12/1/2009,93.9
Alberta,12/1/2009,84.8
Alberta,12/1/2009,87
British Columbia,12/1/2009,105.7
British Columbia,12/1/2009,103.9
Yukon,12/1/2009,99.7
Northwest Territories,12/1/2009,117
Canada,1/1/2010,100.4
Newfoundland and Labrador,1/1/2010,109.8
Prince Edward Island,1/1/2010,101.6
Nova Scotia,1/1/2010,105.4
New Brunswick,1/1/2010,100.1
Quebec,1/1/2010,106.3
Quebec,1/1/2010,105.7
Ottawa-Gatineau,1/1/2010,95.2
Ontario,1/1/2010,98.9
Ontario,1/1/2010,102.7
Manitoba,1/1/2010,98.9
Saskatchewan,1/1/2010,99.7
Saskatchewan,1/1/2010,100.6
Alberta,1/1/2010,90.5
Alberta,1/1/2010,92.3
British Columbia,1/1/2010,110.4
British Columbia,1/1/2010,103.8
Yukon,1/1/2010,110.7
Northwest Territories,1/1/2010,116.9
Canada,2/1/2010,98.8
Newfoundland and Labrador,2/1/2010,108.8
Prince Edward Island,2/1/2010,99.9
Nova Scotia,2/1/2010,102.8
New Brunswick,2/1/2010,97.6
Quebec,2/1/2010,102.4
Quebec,2/1/2010,104.2
Ottawa-Gatineau,2/1/2010,94.9
Ontario,2/1/2010,97.7
Ontario,2/1/2010,102.7
Manitoba,2/1/2010,98.9
Saskatchewan,2/1/2010,99
Saskatchewan,2/1/2010,99
Alberta,2/1/2010,86.9
Alberta,2/1/2010,88.5
British Columbia,2/1/2010,109.7
British Columbia,2/1/2010,102.5
Yukon,2/1/2010,112.2
Northwest Territories,2/1/2010,116.9
Canada,3/1/2010,102.4
Newfoundland and Labrador,3/1/2010,112.9
Prince Edward Island,3/1/2010,103.8
Nova Scotia,3/1/2010,107.3
New Brunswick,3/1/2010,101.8
Quebec,3/1/2010,108.4
Quebec,3/1/2010,109.7
Ottawa-Gatineau,3/1/2010,98.3
Ontario,3/1/2010,100.6
Ontario,3/1/2010,100.3
Manitoba,3/1/2010,98.7
Saskatchewan,3/1/2010,101.1
Saskatchewan,3/1/2010,101
Alberta,3/1/2010,90.5
Alberta,3/1/2010,92.2
British Columbia,3/1/2010,113.7
British Columbia,3/1/2010,105.4
Yukon,3/1/2010,112.5
Northwest Territories,3/1/2010,116.9
Canada,4/1/2010,102.7
Newfoundland and Labrador,4/1/2010,113
Prince Edward Island,4/1/2010,103.8
Nova Scotia,4/1/2010,106.8
New Brunswick,4/1/2010,101.9
Quebec,4/1/2010,105.7
Quebec,4/1/2010,109.4
Ottawa-Gatineau,4/1/2010,98.2
Ontario,4/1/2010,100.7
Ontario,4/1/2010,106.1
Manitoba,4/1/2010,98.8
Saskatchewan,4/1/2010,103.2
Saskatchewan,4/1/2010,102.5
Alberta,4/1/2010,91.4
Alberta,4/1/2010,93.3
British Columbia,4/1/2010,114.9
British Columbia,4/1/2010,106.1
Yukon,4/1/2010,112.5
Northwest Territories,4/1/2010,116.9
Canada,5/1/2010,101.8
Newfoundland and Labrador,5/1/2010,112
Prince Edward Island,5/1/2010,102.2
Nova Scotia,5/1/2010,105.4
New Brunswick,5/1/2010,101.1
Quebec,5/1/2010,107
Quebec,5/1/2010,106.6
Ottawa-Gatineau,5/1/2010,96
Ontario,5/1/2010,98.2
Ontario,5/1/2010,109.2
Manitoba,5/1/2010,98.8
Saskatchewan,5/1/2010,105.6
Saskatchewan,5/1/2010,105.1
Alberta,5/1/2010,92.8
Alberta,5/1/2010,94.9
British Columbia,5/1/2010,115.6
British Columbia,5/1/2010,109.7
Yukon,5/1/2010,112.5
Northwest Territories,5/1/2010,116.9
Canada,6/1/2010,98.6
Newfoundland and Labrador,6/1/2010,107.3
Prince Edward Island,6/1/2010,98.1
Nova Scotia,6/1/2010,100.3
New Brunswick,6/1/2010,96.3
Quebec,6/1/2010,102
Quebec,6/1/2010,104.1
Ottawa-Gatineau,6/1/2010,94.4
Ontario,6/1/2010,95.5
Ontario,6/1/2010,105.7
Manitoba,6/1/2010,95.5
Saskatchewan,6/1/2010,101.1
Saskatchewan,6/1/2010,99.1
Alberta,6/1/2010,87.2
Alberta,6/1/2010,89.2
British Columbia,6/1/2010,114.3
British Columbia,6/1/2010,110.9
Yukon,6/1/2010,112.5
Northwest Territories,6/1/2010,116.9
Canada,7/1/2010,102.2
Newfoundland and Labrador,7/1/2010,108.6
Prince Edward Island,7/1/2010,99.2
Nova Scotia,7/1/2010,104.2
New Brunswick,7/1/2010,97.8
Quebec,7/1/2010,104
Quebec,7/1/2010,103.7
Ottawa-Gatineau,7/1/2010,101.4
Ontario,7/1/2010,103.3
Ontario,7/1/2010,108.7
Manitoba,7/1/2010,93.9
Saskatchewan,7/1/2010,99.7
Saskatchewan,7/1/2010,100.8
Alberta,7/1/2010,88.2
Alberta,7/1/2010,92.3
British Columbia,7/1/2010,118.1
British Columbia,7/1/2010,112
Yukon,7/1/2010,112.5
Northwest Territories,7/1/2010,116.9
Canada,8/1/2010,101.9
Newfoundland and Labrador,8/1/2010,108.9
Prince Edward Island,8/1/2010,98.5
Nova Scotia,8/1/2010,104.5
New Brunswick,8/1/2010,98
Quebec,8/1/2010,105.6
Quebec,8/1/2010,102.1
Ottawa-Gatineau,8/1/2010,100.2
Ontario,8/1/2010,102
Ontario,8/1/2010,108.1
Manitoba,8/1/2010,97.3
Saskatchewan,8/1/2010,99.7
Saskatchewan,8/1/2010,99.4
Alberta,8/1/2010,90.4
Alberta,8/1/2010,94.4
British Columbia,8/1/2010,118.5
British Columbia,8/1/2010,112
Yukon,8/1/2010,112.9
Northwest Territories,8/1/2010,116.9
Canada,9/1/2010,101.8
Newfoundland and Labrador,9/1/2010,107.1
Prince Edward Island,9/1/2010,97.5
Nova Scotia,9/1/2010,102.1
New Brunswick,9/1/2010,96.1
Quebec,9/1/2010,101.7
Quebec,9/1/2010,106.1
Ottawa-Gatineau,9/1/2010,101.1
Ontario,9/1/2010,101
Ontario,9/1/2010,105.9
Manitoba,9/1/2010,98.9
Saskatchewan,9/1/2010,100.7
Saskatchewan,9/1/2010,101.7
Alberta,9/1/2010,89.4
Alberta,9/1/2010,93.4
British Columbia,9/1/2010,116
British Columbia,9/1/2010,112
Yukon,9/1/2010,112.9
Northwest Territories,9/1/2010,116.9
Canada,10/1/2010,105.1
Newfoundland and Labrador,10/1/2010,111.2
Prince Edward Island,10/1/2010,100.9
Nova Scotia,10/1/2010,108.3
New Brunswick,10/1/2010,100.2
Quebec,10/1/2010,107.5
Quebec,10/1/2010,109.7
Ottawa-Gatineau,10/1/2010,106.4
Ontario,10/1/2010,106.2
Ontario,10/1/2010,107.6
Manitoba,10/1/2010,95.9
Saskatchewan,10/1/2010,103.7
Saskatchewan,10/1/2010,102.9
Alberta,10/1/2010,91
Alberta,10/1/2010,94.7
British Columbia,10/1/2010,116.3
British Columbia,10/1/2010,109.9
Yukon,10/1/2010,112.9
Northwest Territories,10/1/2010,116.9
Canada,11/1/2010,106.8
Newfoundland and Labrador,11/1/2010,113.4
Prince Edward Island,11/1/2010,102.6
Nova Scotia,11/1/2010,108.7
New Brunswick,11/1/2010,101.9
Quebec,11/1/2010,111.6
Quebec,11/1/2010,115.5
Ottawa-Gatineau,11/1/2010,108.7
Ontario,11/1/2010,108.5
Ontario,11/1/2010,110.8
Manitoba,11/1/2010,95.6
Saskatchewan,11/1/2010,103.7
Saskatchewan,11/1/2010,100.1
Alberta,11/1/2010,88.9
Alberta,11/1/2010,92.3
British Columbia,11/1/2010,116.8
British Columbia,11/1/2010,112.7
Yukon,11/1/2010,112.9
Northwest Territories,11/1/2010,117.1
Canada,12/1/2010,109.5
Newfoundland and Labrador,12/1/2010,117.1
Prince Edward Island,12/1/2010,106.2
Nova Scotia,12/1/2010,114.1
New Brunswick,12/1/2010,106.4
Quebec,12/1/2010,115.3
Quebec,12/1/2010,117.3
Ottawa-Gatineau,12/1/2010,111.3
Ontario,12/1/2010,110.1
Ontario,12/1/2010,120.1
Manitoba,12/1/2010,98.4
Saskatchewan,12/1/2010,105.4
Saskatchewan,12/1/2010,104.4
Alberta,12/1/2010,95.2
Alberta,12/1/2010,97.2
British Columbia,12/1/2010,119.1
British Columbia,12/1/2010,112.9
Yukon,12/1/2010,112.9
Northwest Territories,12/1/2010,116.9
Canada,1/1/2011,113.5
Newfoundland and Labrador,1/1/2011,120.4
Prince Edward Island,1/1/2011,108.9
Nova Scotia,1/1/2011,116.5
New Brunswick,1/1/2011,109.6
Quebec,1/1/2011,116.9
Quebec,1/1/2011,120.8
Ottawa-Gatineau,1/1/2011,114.3
Ontario,1/1/2011,113.6
Ontario,1/1/2011,119.1
Manitoba,1/1/2011,106.1
Saskatchewan,1/1/2011,111.7
Saskatchewan,1/1/2011,111.7
Alberta,1/1/2011,99.8
Alberta,1/1/2011,104.5
British Columbia,1/1/2011,121.1
British Columbia,1/1/2011,114.7
Yukon,1/1/2011,118.5
Northwest Territories,1/1/2011,116.9
Canada,2/1/2011,114.3
Newfoundland and Labrador,2/1/2011,120.7
Prince Edward Island,2/1/2011,110.8
Nova Scotia,2/1/2011,116.2
New Brunswick,2/1/2011,109.4
Quebec,2/1/2011,118.6
Quebec,2/1/2011,121.2
Ottawa-Gatineau,2/1/2011,114
Ontario,2/1/2011,114.8
Ontario,2/1/2011,119.6
Manitoba,2/1/2011,108
Saskatchewan,2/1/2011,111.7
Saskatchewan,2/1/2011,111.6
Alberta,2/1/2011,100.8
Alberta,2/1/2011,103.4
British Columbia,2/1/2011,122.9
British Columbia,2/1/2011,116.9
Yukon,2/1/2011,119.9
Northwest Territories,2/1/2011,117.4
Canada,3/1/2011,121.9
Newfoundland and Labrador,3/1/2011,127.9
Prince Edward Island,3/1/2011,118.8
Nova Scotia,3/1/2011,125.3
New Brunswick,3/1/2011,117.7
Quebec,3/1/2011,125.1
Quebec,3/1/2011,130.4
Ottawa-Gatineau,3/1/2011,121
Ontario,3/1/2011,121
Ontario,3/1/2011,128.3
Manitoba,3/1/2011,114.3
Saskatchewan,3/1/2011,119.1
Saskatchewan,3/1/2011,119.6
Alberta,3/1/2011,109.5
Alberta,3/1/2011,112
British Columbia,3/1/2011,130.6
British Columbia,3/1/2011,125.1
Yukon,3/1/2011,126.7
Northwest Territories,3/1/2011,128.2
Canada,4/1/2011,129.6
Newfoundland and Labrador,4/1/2011,135.8
Prince Edward Island,4/1/2011,123.9
Nova Scotia,4/1/2011,132.8
New Brunswick,4/1/2011,128.1
Quebec,4/1/2011,134.6
Quebec,4/1/2011,138.7
Ottawa-Gatineau,4/1/2011,127.8
Ontario,4/1/2011,131
Ontario,4/1/2011,132.4
Manitoba,4/1/2011,119.8
Saskatchewan,4/1/2011,125.2
Saskatchewan,4/1/2011,126.2
Alberta,4/1/2011,114.3
Alberta,4/1/2011,117.2
British Columbia,4/1/2011,136.8
British Columbia,4/1/2011,130.2
Yukon,4/1/2011,132.2
Northwest Territories,4/1/2011,132.7
Canada,5/1/2011,132
Newfoundland and Labrador,5/1/2011,137.1
Prince Edward Island,5/1/2011,126.4
Nova Scotia,5/1/2011,133.6
New Brunswick,5/1/2011,127.2
Quebec,5/1/2011,135.8
Quebec,5/1/2011,136.2
Ottawa-Gatineau,5/1/2011,128.3
Ontario,5/1/2011,133.5
Ontario,5/1/2011,142.6
Manitoba,5/1/2011,126.2
Saskatchewan,5/1/2011,132.3
Saskatchewan,5/1/2011,132.2
Alberta,5/1/2011,120.8
Alberta,5/1/2011,123.2
British Columbia,5/1/2011,139.5
British Columbia,5/1/2011,131.6
Yukon,5/1/2011,136.9
Northwest Territories,5/1/2011,138.9
Canada,6/1/2011,127
Newfoundland and Labrador,6/1/2011,131.1
Prince Edward Island,6/1/2011,123.2
Nova Scotia,6/1/2011,126.6
New Brunswick,6/1/2011,123.9
Quebec,6/1/2011,130.4
Quebec,6/1/2011,132.1
Ottawa-Gatineau,6/1/2011,125
Ontario,6/1/2011,129.5
Ontario,6/1/2011,138.2
Manitoba,6/1/2011,119.3
Saskatchewan,6/1/2011,127
Saskatchewan,6/1/2011,125.3
Alberta,6/1/2011,110
Alberta,6/1/2011,114.9
British Columbia,6/1/2011,135.8
British Columbia,6/1/2011,129.1
Yukon,6/1/2011,137.2
Northwest Territories,6/1/2011,138.9
Canada,7/1/2011,131.1
Newfoundland and Labrador,7/1/2011,130.5
Prince Edward Island,7/1/2011,121
Nova Scotia,7/1/2011,128
New Brunswick,7/1/2011,124.4
Quebec,7/1/2011,132
Quebec,7/1/2011,133.1
Ottawa-Gatineau,7/1/2011,127.1
Ontario,7/1/2011,129.6
Ontario,7/1/2011,130
Manitoba,7/1/2011,115.2
Saskatchewan,7/1/2011,123.7
Saskatchewan,7/1/2011,122.7
Alberta,7/1/2011,109.2
Alberta,7/1/2011,113.7
British Columbia,7/1/2011,133.7
British Columbia,7/1/2011,124.4
Yukon,7/1/2011,132.8
Northwest Territories,7/1/2011,138.9
Canada,8/1/2011,125.5
Newfoundland and Labrador,8/1/2011,131.4
Prince Edward Island,8/1/2011,121.2
Nova Scotia,8/1/2011,126.8
New Brunswick,8/1/2011,125.2
Quebec,8/1/2011,129.5
Quebec,8/1/2011,133.1
Ottawa-Gatineau,8/1/2011,125.6
Ontario,8/1/2011,127.4
Ontario,8/1/2011,133.2
Manitoba,8/1/2011,116.4
Saskatchewan,8/1/2011,122.7
Saskatchewan,8/1/2011,122.4
Alberta,8/1/2011,109.3
Alberta,8/1/2011,112.7
British Columbia,8/1/2011,133.2
British Columbia,8/1/2011,123
Yukon,8/1/2011,130.2
Northwest Territories,8/1/2011,138.9
Canada,9/1/2011,125
Newfoundland and Labrador,9/1/2011,132.2
Prince Edward Island,9/1/2011,122.4
Nova Scotia,9/1/2011,128.7
New Brunswick,9/1/2011,126.3
Quebec,9/1/2011,130.3
Quebec,9/1/2011,130.9
Ottawa-Gatineau,9/1/2011,125.1
Ontario,9/1/2011,125.3
Ontario,9/1/2011,133.3
Manitoba,9/1/2011,114.4
Saskatchewan,9/1/2011,125.8
Saskatchewan,9/1/2011,124.3
Alberta,9/1/2011,108.5
Alberta,9/1/2011,112.4
British Columbia,9/1/2011,136.9
British Columbia,9/1/2011,127.9
Yukon,9/1/2011,128.7
Northwest Territories,9/1/2011,138.9
Canada,10/1/2011,124.4
Newfoundland and Labrador,10/1/2011,130.1
Prince Edward Island,10/1/2011,120
Nova Scotia,10/1/2011,126.4
New Brunswick,10/1/2011,124.2
Quebec,10/1/2011,130.8
Quebec,10/1/2011,131.1
Ottawa-Gatineau,10/1/2011,123.3
Ontario,10/1/2011,124.2
Ontario,10/1/2011,131
Manitoba,10/1/2011,116.1
Saskatchewan,10/1/2011,122.5
Saskatchewan,10/1/2011,121.6
Alberta,10/1/2011,108.8
Alberta,10/1/2011,111.9
British Columbia,10/1/2011,138.7
British Columbia,10/1/2011,125.4
Yukon,10/1/2011,128.7
Northwest Territories,10/1/2011,138.9
Canada,11/1/2011,121.3
Newfoundland and Labrador,11/1/2011,128.1
Prince Edward Island,11/1/2011,118.2
Nova Scotia,11/1/2011,125.2
New Brunswick,11/1/2011,123.1
Quebec,11/1/2011,127.3
Quebec,11/1/2011,130.3
Ottawa-Gatineau,11/1/2011,119.4
Ontario,11/1/2011,121
Ontario,11/1/2011,124.2
Manitoba,11/1/2011,113.2
Saskatchewan,11/1/2011,120.7
Saskatchewan,11/1/2011,117.9
Alberta,11/1/2011,103.3
Alberta,11/1/2011,106.6
British Columbia,11/1/2011,133.5
British Columbia,11/1/2011,120
